review,sentiment
mess referring destruction title could go hackneyed plot lousy effect actually notable cast grimacing deliver worst line career etc say palm tree chicago last time checked leave br br hmmm need ten line get posted imdb ok well think dvd release outtake could interesting maybe dennehy reveal favor got called appear thing maybe dianne weist show u bag money must taken get involved maybe cbs exec apologize,0
number lie people voted film say great deal standing one intuitively insightful comedian late th century know work bill hick alive today imagine would say boy president home state short career remains unrecognized sad situation film rather two film explain first see talent obvious start knew bill hick always say funny also unique film also show quality material challenging many entertainment industry drinking also contributed career problem le evident film second film complete performance never seen heard bill hick wonderful introduction person dark intelligent humor especially due fact topic almost year old yet remain ironically date underlined fact many event took place first president bush br br watching together first biography performance make aware greatly talented young man quickly life passed american medium sometimes act great big homogenizer let make sure nothing provocative nothing interesting result well man said go sleep america government control lifetime least great britian artist recognized talent successful year death people imdb say something film seen hope understand people listening bill hick,1
surprisingly complex well crafted study first serial killer ussr set day perestroika intense piece brought full life performance stephen reah donald sutherland br br examination cicatillo killer well rounded hinting behavior right showing others subtlety compelling without overtly graphic weak heart however subject matter often disturbing necessary full development main participant fact based story br br hbo furnished u excellent film unusual manner congrats director editor great piece top must see list,1
piece crap might acclaimed year ago one racist movie ever made native american indian played white men right wing republican james stewart huge racist real life like close friend john wayne stewart actor hal williams fired jimmy stewart show short lived series mercifully flopped williams black bad enough film dated boring watch dance wolf instead le racist view br br stewart forty awful movie made even ridiculous wig still looked like paedophile chasing year old debra paget surprised even allowed br br,0
emma horribly flawed film based jane austen classic novel read book really know much plot yet still predicted nearly entire plot also many scene frustrated bad writing directing film though reason entertaining loved course scene disliked majority well acted funny gwyneth paltrow give one best performance heroine emma film also star toni collette okay much better ewan mecgreger also better still good alan cumming never really impressed pretty much jeremy northam performance rather wooden first look actually fairly subtle even needed much better adaptation jane austen book one still entertaining worth watching,1
guy doll unique play based character sky masterson br br marlon brando high class gambler take bet nathan detroit frank sinatra one thousand dollar nathan need money br br run usual crap game make fortune bet sky able take girl havana cuba doll chose sarah br br brown jean simmons charge missionary sky finally bribe br br sarah enough go havana end falling love later accuses something part nathan ran crap game missionary night gone nathan year fiancé adelaide vivian blaine disapproves nathan gambling try stop however movie end end happy double br br wedding br br song movie wonderful matter sings marlon br br brando singing voice true could dubbed really matter wonderful acting job obviously seeing brando played character well seen movie jean simmons thought movie weakest one also br br sing however singing made frank sinatra vivien blaine stubby kaye vivien blaine stubby kaye also original br br broadway production guy doll vivien blaine terrific voice perfect adelaide like musical even advise watch,1
teen agers go old deserted farm house left one dead grandfather unaware several murder decade earlier grandfather made pact devil good harvest guy thought something better sell soul man grandson friend set next sacrifice reason never explained stereotypical teenage son girlfriend black guy white girlfriend two lesbian battle three killer scarecrow tricked like nearly fun sound mostly lot chit chat ball kicking dope smoking lead actor complaining never knowing parent camera work atrocious shaky maybe done hand held camcorder scene maybe good thing since scarecrow look like came kid birthday party apparently could hire two people play three scarecrow best movie seen low budget independent horror movie one pathetic cast crew seems made bunch people knew never acted intention acting thousand dollar believe movie cost make weekend free time hand even lesbian skinny dipping scene lame br br think amusing also writing sequel film one even bothered adding imdb br br rate highly skinny dipping scene matter lame may,0
saw world preem fido toronto international film festival thoroughly enjoyed welcome reworking genre widely thought pioneered certainly fleshed extensively successfully george romero canadian film canadian director comedy yes actually think better shawn dead thoroughly believable perhaps even importantly enjoyable performance dylan baker carrie anne moss young actor k sun ray suspect seeing lot future feature however must confess enjoyed delicious turn tim blake nelson neighbour mr theopolis essentially playing willing animated version victor van dort corpse bride seen film read even better corpse pride course scotch actor billy connolly least animated yet somehow deeply moving role titular character think would gotten role peter stormare commitment prison break revealed q following thursday night screening help speculate screenwriter must drawn lot inspiration day dead zombie bub keen ever revealing plot detail comment start suffice say fido one dour graphically gory zombie film rely romero rather film constantly chuckling although think back carefully sure fair dose blood letting violence delectable humour well enhanced surreal milieu created director currie co screenwriter go long way towards making seem like feature ought rated pg urge go see little canuck gem certainly buying dvd emerges hopefully next summer,1
came rendition list flaw mile long overall impression pretty decent movie definitely film whose sum better part br br part include cast big name star one giving memorable performance omar metwally relative unknown one remember serviceable undistinguished direction screenplay complicated simplistic time metwally egyptian born american citizen get kidnapped u government rendition program otherwise known process america torture suspected terrorist confessing information whether remotely true reese witherspoon play pregnant wife call favor old college friend peter saarsgard work senator alan arkin help track husband meryl streep play head rendition program jake gyllenhaal young agent assigned interrogation whose conscience get way meanwhile whole parallel storyline follows daughter top egyptian official allied american rendition program boyfriend training become suicide bomber br br ay yi yi lot plot pack two hour movie wash hand whole thing especially egyptian romeo juliet subplot felt like nothing distraction near film finale twist chronology brings plot strand together way make want reassess everything thought knew motivation various character make rendition much interesting movie seems like going br br witherspoon gyllenhaal sarsgaard look like high school student playing adult twenty year older actually gyllenhaal particular usually fine actor look bored wonder going muster energy deliver line screenwriter arrested actress good meryl streep disposal giving nothing work one dimensional dragon lady movie course strives relevancy instead addressing tangled web argument surrounding national security issue charge right middle debate predictable fashion moment think maybe film veer interesting direction witherspoon actually begin doubt husband past instance metwally actually contact terrorist interrogator accuse movie take path least resistance br br like said upfront recommend movie know done nothing list bunch fault got head right place entertaining least entertaining movie torture interrogation br br grade b,1
br br kind movie cant believe wasted hour life see credit role honestly think could make better vampire movie know nothing thing suck harder vampire jason scott lee character least little bit cool mystery kick little butt,0
rank way top list worst movie seen far starz demand seem pick every straight dvd crap fest find put br br know apparently anyone digital camera shoestring budget come horror movie get put tv honest looked terrible moment saw trailer give real chance br br always try open mind low budget movie best movie ever seen film worked around low budget case required low budget great br br one movie br br know plot sure reading either heard starz demand whatever reason ended page boredom pathetic whiny girl get know minute incredibly bad heavy metal music video whoever put together must thought looked really interesting really really anyway kill posse someone killing start really unmemorable completely average boring possible first gunshot go apartment quite seriously sound like piece popcorn popping best sound effect could come could find better sound effect use free copyright internet right br br let review claiming star movie fool obviously either distributor film maybe even director trying con thinking piece junk worth buying br br laughable,0
dad good time watching flick today guy primarily known serious role de niro heckuva comic actor course help past film image play consider one role minute cop deal interference mass medium interesting set compare contrast performance br br murphy play another axel foley sort character shatner play burlesque parallel world self best known tj hooker star trek br br interesting watch film comment contrast reality police work fictional counterpart tv film shatner lecture proper mean sliding across car hood de niro point holster scratch hood finish ironically film progress de niro character begin incorporate illusion tv cop reality real world case working br br film draw inspiration gamut source one could make comment derivative well satire need derive humor order exist besides film quirky moment originality example reasonably sure method villain death never done br br one quibble reality weapon involved gun kind recoil order penetrate steel bullet enough inertia penetrate bullet highest level inertia moment firing firing volley tank killer bullet driven shooter back onto butt oh heck satire maybe gun lack recoil satire b f gun used casually thriller br br,1
always enjoy seeing movie make think drip feed answer audience revolver one film although many reviewer stated difficult follow bit concentration open mind got first time true compare mind muck like usual suspect memento right intelligent thought provoking film br br another thing really liked film damn beautiful every scene every camera angle seems thought age see know mean br br conclude watch open mind may enjoy well one ever said revolver everyone cent,1
fantastic movie two people one young teenage girl middle aged man looking someone help fulfill certain emptiness left former loved one br br actor give brilliant performance various audience relate script although written gorman bechard seems though written woman point view time men relate male character well developed described movie br br end movie unusual powerful unexpected twist leaf speechless would recommend film anyone ever felt lonely abandoned loved one clear film alone,1
unrelenting non stop top explosive melodrama movie one worst action flick ever produced utterly unbelievable every way pace constantly fever pitched action actor gripped total hysteria nigh unwatchable stain nay blotch career everyone involved br br wildly exaggerated attempt excitement undermines resulting movie go come time setting event impossible take even remotely seriously rate abomination br br want see good asteroid movie see deep impact intense sensitive thoroughly engrossing everything armageddon,0
wealthy widower anthony steffen alan cunningham sadomasochistic lover british lord brings sexy red haired woman castle whip murder black booted stripper erika blanc susie get away temporarily mr steffen haunted wife evelyn died childbirth therapy decides marry meeting pretty blonde marina malfatti gladys end movie dig graf night evelyn came grave great title least br br la notte che evelyn uscì dalla tomba emilio miraglia anthony steffen marina malfatti erika blanc,0
soul calibur solid ever new character creation bad as chronicle sword mode home version br br arcade version complete even though character roster smaller home version version definitely pretty two eliminating goofy unrealistic fighting style found home version way disappointed home version perhaps thought much might find much likable straight forward game soul calibur arcade think take become legend,1
one episode one indisputable error storytelling handling ralphie situation christopher state heard pie death fire accident important detail context quite obvious christopher know beginning tony one must killed ralphie however way chris could heard accident told time torn delirium tony call nobody else informed tony know make even worse hearing christopher talk pie death could therefore lead tony conclusion chris set fire given impressively elaborate writing process told writer dvd really wonder none realized problem story work way unnecessary add huge fan soprano otherwise certainly care,0
hired dvd yesterday first started bad aspect ratio film keep getting worse acting bad movie way predictable like watching movie said going happen next guess happened right br br want see good action boxing movie watch one end disappointed low budget movie like go see ali way better,0
bottom favourite sitcom ever since saw v movie even better bottom fan say must buy plot eddie ritchie run hotel named guest house paradise go right customer leave famous actress come stay try best impress well go right upbringing british cinema buy wet laughter also starring simon peggi shaun dead also bill neigh love actually might done good box office look website listen buy swear love,1
able tell within first second film whether want finish watching film open image plane landing airport one plane another diving mirage filled runway able accurately guess movie story first viewing even easy think opening image repetitive shot plane initial drama acuteness perception built willingness experience film simply series image opening want see movie bored may even mesmerized movie may emotional experience may intellectual experience may judging dvd commentary essential primarily emotional experience herzog one point talk explicitly film collaboration filmmaker viewer plenty room viewer make film exactly want make take gamble,1
read book based adaptation bother hated every character show miranda slutty selfish mumbled miserably appalling dialogue sister total wimp worst depiction manic depression ever seen degree psychology accurate fact mentioned realise troy supposed bipolar thought normal slightly grumpy teenager br br saving grace stupid show david tennant whose brilliantly psychotic performance thing got watch second half br br clearly writer producer show done research troy mental problem remotely accurate forensics involved twist ending spot mile big ole dummy br br utter garbage,0
remember worst film watched total waste actor audience time prefer sitting tv think film right film maybe film recorded make people believe moscow mystique past must say expect anything else rade serbedzija expected vincent gallo film lack plot character development denouement entire movie underground tunnel mystique must fair camera effect even poor picture total waste time,0
fan paranormal love ghost hunter show first came decided give try could barely sit one episode show obviously staged mean come every single episode involves someone possessed involves demonic force trying kill family another huge flaw guy never debunk anything watch ghost hunter find evidence try disprove evidence show find voice piece video evidence quick call ghost completely ruin credibility unlike tap ghost hunter actually know honestly interested paranormal want watch show watch ghost hunter,0
sure version film saw entertaining br br know twin gillian chung charlene choi seeing movie think english translation title somewhat misleading br br martial art nicely done especially liked lot judo grappling filmed nicely donnie yen see hero great performance director great know shoot scene br br everything seemed flow except one scene girl rooftop fighting bamboo pole really nothing plot still entertaining br br overall one better modern hk action flick seen although cheesy respect still pull br br definitely,1
admittedly parsifal opera appeal everyone although favourite mine knappertsbusch particular syberberg entire approach static whenever music suddenly begin swell syberberg keep cast moving pace take amfortas klingsor endless whatever happened film editing result physically exhausting watch viewer never spiritually transported impulse rush home play recording confirm wagner got right syberberg got wrong set decoration clever reminder wagner anti semitism ever viewer film prior knowledge wagner,0
um serious film troubled teen singapore country much knowledge previous wrong impression kid highly disciplined controlled family government well guess wrong like city country also troubled teen also lead surprising rebellious way life drug fight bad language many obvious sign bad boy surprising part film really kid running around causing others trouble rather subtle gayness hidden behind call loyalty bond brother may well originated unconscious gay tendency inside boy though uncommon str guy close friendship watch film closely entering sort gay film festival would surprised may win lot award toward direction,1
first foremost movie stupidest plot movie ever seen unfortunately see one flipping channel one day stumbled upon lousy excuse movie confirmed saying long time carrot top actor funny slightest sense act like great comedian think command audience attention frankly acting ability year old class clown scratch le year old ability compare carrot top would grave insult upon good name movie try funny using dull one liner seem lifted cartoon end would done anything erase memory movie sadly memory stay thing warn others never watch movie however prof rumor true carrot top act worth damn,0
film excuse show people dancing good even dancing slow half entertaining mediocre dirty dancing let alone good dance movie br br love story musical drama comedy movie bit movie fails everything attempt film turn even meaningless film progress br br acting terrible side screenplay definitely trying tell u something relationship fails miserably br br watch moment patrick stewart enters scene think film might get better brightens dull atmosphere second,0
unlikely love triangle set th century italy beauty beast turned upside inside giorgio army officer image male beauty transferred away form married lover clara sent small garrison somewhere piemont initially much horror  fosca grotesquely ugly cousin commander develops obsessive love suffers passionate demanding display affection pity concern health gravely ill becomes fascinated  dramatic finale br br miss unusual love story twisted may sound valeria obici deservedly price portrayal fosca alarming touching buy video read book go see musical,1
catchy title like butcher plainfield ed gein variation kane hodder playing doubt fly shelf couple week viewer bored silly latest take life ed gien br br movie focus ed rampage give u glimpse psycosis dwelling plainfeild scene give movie much needed jolt br br ruin constant focus character life focus le ed big mistake br br kane hodder strange choice play gein pull quite well deserves acting credit get day prascilla barnes micahel barryman also show br br,0
movie deceiving ever using suspenseful looking actor like walken play piece junk made look like nothing better play boring role like one fact movie supposed witch really see almost end movie meanwhile sit watch boring film get try get meaning point go whole trail boring actor actress thinking whole time passed another movie decided one waisted money make whole point time useless sitting rather watch cartoon goodness sake leave one alone please,0
got around seeing monster man yesterday long wait lot anticipation build glad say came met expectation every level true really expect much hearing plot rundown reading review ecstatic mean trash fan want see gore flick deranged inbred hick mowing people make shift monster truck went expecting cross road trip hill eye got much horror comedy actually worked film maker got right came making squirm making howl laughter time kudos michael davis going gore pushing envelope sickass humor let list reason love movie much first story done death many flick college guy get wind childhood crush getting married year old virgin hop vista cruiser decides take road trip confess love hoping fall head hill good jive hidden backseat station wagon good buddy harley harley loudmouth former friend laugh talk like jack black high fidelity help like guy friend real life keep whiffle ball bat handy laugh want ever hit one keep check little obnoxious side say least tell loyal friend deep anyway road stop bar aggravate local stalked leatherface clone monster truck yeah along way pick gorgeous hitchhiker lazy hungover go right watch damn movie br br second thing love humor one sickest laugh movie since cabin fever messed well even go whole cat scene corpse burrito thing leave virgin eye well bar full amputee somewhat disturbing guy looked like john turturro bothered harley although totally obnoxious frat boy type really sling one liner love clog way need new pair br br gore one pours heavy first hour play demented road comedy last third blood gut movie kept light tone throughout would little disturbing seeing played laugh way possible bothered still seat time come probably see humor seriously bucket bucket red stuff big plot turn see coming credit rolled completely satisfied gotten exactly came really glad bought much like cabin fever going get lot replay br br look movie outstanding deliberately cheap look made whole thing scream late loved exaggerated color obvious monster man done relatively low budget much like cabin fever sorry keep comparing two actually work movie favor cabin fever ode great answer take worth cgi needed exactly sure get theatrical release everything jeepers creeper thank god lion gate,1
really really love show always liked show space ghost show hilarious believe cartoon network adult swim would take funny show like air hope put show dvd something show brak space ghost cartoon sgcc cartoon planet life every day life mom dad best friend like drop lot zorak favorite episode one zorak get really good singing voice voice give money zorak made singing another episode like one brak zorak finish homework go back sunday friday goof go back day homework invented go back present homework exist another episode like one brak dad next door neighbor thundercleese robot keep getting agrument get eaten giant worm another episode liked one zorak make bully stand new guy took stand also like lot episode one thing never fails make laugh zorak getting beaten blasted zapped,1
real highlight movie death sniveling guy reaction surviving character br br every way film lame rip jaw lake placid alligator little bit godzilla thrown br br standard style horror movie two non starring female take clothes least female lead since obviously better agent br br whole movie surround filming really dumb extreme sport called blood surfing surfer cut surf shark infested water film giant salt water crocodile also happens area people get eaten movie end br br mind bad horror movie really hate dull bad horror movie definitely,0
okay grew loved doctor since tom baker christopher eccleston made love furious forever leaving br br writing grand acting superb directing dreadful old day fantastic skeptical programme watched merely forced huge fan love ringtone dalek screaming exterminate br br thing love new programme people actually notice rose billie piper disappears planet old show assistant would drop come home like nothing happened one noticed chris eccleston doc love rose romantic debated doubt love care companion destroy world save old show lacking often doctor care never saw assistant talk think like real people rose shown something outlandish new alien act like real person would gobsmacked never liked assistant old show never saw anything alien would fit right adapt instantly want see surprise rose face see plastic dummy come life give br br thing like series nearly everything happens earth london cardiff sort hoping world sort show eccleston left quickly really made show brilliant br br let thing go far enjoy series ever expected mind stuff set earth br br take show seriously fun smart entertaining super serious heavy duty show pure fun pure british get enough watch open mind put brain neutral enjoy br br p watch series later series brilliant first episode series good watch get love monster utter rubbish completely destroys show,1
brian keith cole wlikerson richard jaeckel wade matlock make excellent villain love intimidating local brutal way possible sneer sexily suggestion might humane way achieve end pity goody goody glenn ford get way,1
exactly new story line romantic comedy make concept work young man john cusack drop dead gorgeous woman kate beckinsale keep meeting chance wonder meant although promised others oddly enough still feel soul mate somewhere little sappy place viva la love romantic almost obligated riveted favorite scene cusack ground snow start falling finale almost sweet deserving one cusack deeper role hell could smitten beckinsale notable support provided jeremy piven molly shannon john corbett play worst role ever seen hand eugene levy quirky funny watch soul mate,0
caligula share many attribute fellini satyricon bizarre sight freakishness depiction sexual excess set glory ancient rome fellini first entertaining far much screen time devoted bug eyed rubber faced mcdowell titular role performance far fey campy convincing portrayal jay robinson robe david cain haughton emperor caligula far persuasive believable latter nuanced relief could judiciously provided developing surrounding character fully little cypher one example role macro played guido mannari tremendous screen presence important role mostly left background positive feature credit adroit use prokofiev stravinsky theme music score inclusion distasteful nevertheless accurate action despot two factor far le needed relieve prevailing tedium however,0
saw boring sunday morning morning well drawn fact outdoor movie hoping find nice scenery view limited go back forth spot hate using called hi tech stuff like motorola blue tooth headset using eliminate use walkie talkie funny look like amateur like advertising badly designed alien ware laptop could link satellite find people say tv movie ending bad look like cut short eliminating use rescue helicopter etc,0
movie could lot potential certainly today technology one would expect real special effect movie made special effect alone course acting needed film lacked br br first let say upset following bible movie take artistic license want know story moses read bible seen movie follow true story fact fact look movie artistic quailities br br viewing movie inevitably compare version fails miserably heston brenner presence became role see br br even compare standing movie rushed part scene developed becomes boring br br advice skip watch campy far away better movie,0
old man mouse cartoon would believe men created equally evil kill men order stop hitler bad hitler killing jew well buy mr mouse guess paint pretty picture make cute cartoon reality reality,0
expecting star trek d premiered slight d wonderful show right however never really gave fan wanted enterprise show similarity original trek differs enough original way make idea exploration exciting u one primary ingredient made original loved another ingredient success relationship evolved crew member viewer really cared deeply crew enterprise much promise area well chemistry bakula blalock seems promising sexual tension show often become crutch feel tension enterprise lead much say alot typical think deal grand scale character different race specie even get interesting idea television also note performance blalock convincing vulcan pol bacula really whimsy strength character delivers great performance rest cast delivered good performance also gripe follows theme good different little light hearted liking need something little grand orchestral maybe something little electronic sound would suffice one complaint sell many add could fix selling le ad making show two parters otherwise end seeing show final act getting wrapped way quickly one complaint voyager,1
certainly one time fav episode trek much going one film crazy cool first guy beam alien planet thats explode meet freaky librarian type dude well played kirk manages get transported back much like th century earth mccoy spock try follow instead nearly freeze death frozen version alien world year past kirk manages get locked charged witchcraft spock enjoys amok time sexy cavegirl vanquished frozen awful world bad guy br br spock decides he happy he give mccoy royal assestment whuppin doc suggests need look way anyhow finally escape leaving poor cavegirl behind take ton convincing spock finally give leaf literally taste sadness end leaving cavegirl alone frozen wasteland seems cruel really touching spock must vulkin mind leave behind greatest hope love human albeit nice neighborhood br br anyway get much bang buck episode love story salem witch trial spock human desperation left total isolation abandoned three entirely different setting alien planet amazing managed jam one fifty minute film one classic miss want dvd fer shure vulcan,1
watching half movie noticed something peculiar found constantly switching tv channel see else exactly good movie trait br br movie listed number genre must say mostly failed misserably every one movie switched watch old rerun instead bottom line whole movie felt one making exactly know make ended concoction discernable taste,0
one favorite movie great cast lead jonathan silverman blythe danner serious drama situation brilliant comedic punch exact mixture character story real people real problem everyone different relationship family member sensitively move slightly sad hilariously funny read quote best adaptation neil simon play br br wanna see eugene check biloxi blue starring matthew broderick played stage version ok bit darker side get away made tv broadway bound,1
yes might historically accurate actually soldier th rota killed yes mistake exaggeration bended machine gun come history lesson afghanistan never conquered anyone educated russian officer would know history much better take example british campaign afghanistan yes multi million dollar hollywood style special effect strongest point showing soldier life relationship feeling best friend killed front eye opinion ya rota really good job showing thing br br movie weakness opinion appears one strongest russian movie past year br br,0
nice see bruce willis come action throne let u see really talented actor shine film near year old image consultant totally lost touch inner child meet face face one rare film talk audience truly offer something whole family caring keeping child inside realizing grow exactly way thought would willis seems building impressive track record working kid witness sixth sense haley joel osment great chemistry spencer breslin nice photography music ending wonderful uplifting great film see every member family,1
love bad shark movie really laugh hysterically scifi channel marathon culminating premier new original picture hammerhead shark frenzy based preview looked like going highly amusing essentially remake benchley creature really prefaced showing shark attack megalodon shark movie hilarity best mood ready go bring hammerhead mad scientist man oh god movie wrong br br wrong wrong wrong br br sick twisted messed br br theoretical reproduction worst friend drugged girl brought suspended animation strapped table screaming head shark human hybrid fetus absolutely insane scientist deliberately implanted womb want jesus monkey call disturbing br br really plot work hmmm thought mad scientist son died cancer brought back life combining dna hammerhead shark shark succumb cancer hammerhead reproduce via placenta oh look perfect amphibious created next evolution human race know let make reproduce darned shark gene made son bloodthirsty instead raping hot babe keep sending little jungle paradise keep eating check among random people way unimportant plot twist ended research island woman son engaged died bet lead extremely touching heartfelt reunion woman going impregnate mad scientist indicates thrashing shark person tank sweet br br watch movie ever,0
second time stopped video dvd part way br br willing give film benefit doubt first even though managed shallow clichéd stupid joyless plodding pretentious br br like school special directed weird grade nine kid think nobody understands creepy sad voice narration deluded adolescent would consider poetry singing really poor child suffering br br enough already especially morphed brazen clumsy insulting clockwork orange ripoff mention singing br br worst film ever seen certainly one felt least compelled sit recommend anyone,0
mickey rourke enjoying renaissance moment fair play always liked image acting ability fare angel heart johnny handsome know going get rourke mean moody dirty film give much want br br first foremost whole thing make sense rourke hardened ira killer killing bus load schoolchildren flees ireland london run cop army comrade also vowed never kill look like bus full kid finally br br however get london tracked local mobster bates looking like eyebrow hair came straight burton dummy kill main competitor turn £ boat trip u rourke reluctantly agrees seen priest hoskins confesses crime confessional order keep priest mouth shut figure better killing br br wealth thing arise add pick rourke competition illustrated scene whereby employee pinned wall couple heavy look like awl london guy tough enough anyway killing mobster get guy follow rourke witness killing eye guy simply kill competitor save hassle dealing rourke hoskins see murder take place police let go without protection may add take confession way rourke hang around church right next carried murder immediately crime take place go confession cop checking place rourke hang around church hoskin blind niece particular day afterwards without anybody bothering run stay put place committed another murder stupid cop actually meet rourke church fixing organ idea know run school bus bombing even check get rourke kill tell wait around day get boat think want get rid immediately kill one bates brother suddenly decide rape blind niece midst waiting could restrain day least rourke safely offed state ridiculous rourke suddenly inner turmoil year killing win blind niece immediately even know killer still love utterly ludicrous besides fall love record time day whole bomb thing end plain silly bates point view thing happen part film make sense simply help storyline say jest along bates house rourke whorehouse boat ready sail rourke suddenly display moral high ground respect whore house yet bed blind girl rourke asks henchman boat bates henchman practically spurt entire movement bos le second embarrassing guy telling rourke far even asked hoskin priest ex army guy see beat three henchman behind pub totally uncalled yet another cringe worthy scene br br gonna stop unlucky without mentioning rourke hair falsely red laughable accent fair bad sometimes deteriorates barely heard mumble time clothes walk look heaven etc mention music choppy editing style br br oooppps mentioned br br overall disaster film obvious religious imagery thrown rourke cross preaching pulpit would embarrass first year film student never mind top star director br br,0
written brilliant monkees tv writer gerald gardner dee caruso way front last jerry lewis movie hardly working almost decade later jerry comedy evidently acquired taste admittedly occasionally worst enemy helm producer director even dreariest film always moment brilliance br br way manages amusing entertaining yes quite funny somewhat unlike typical lewis film pace upbeat ther lot excellent supporting player kind jerry hogan hero whole thing look kind like unsold tv pilot either love hate hopefully vill laugh,1
well caught tail end film hbo final minute must say contains probably laughable depiction distance running ever put film serious distance runner dedicated fan sport sat many painful demonstration movie however nothing could ever prepared shown screen final minute movie literally defies belief depiction runner even ironic considering african runner completely dominate sport elegant graceful female protagonist shuffle along like overweight pregnant woman highly trained male supporter better well race alleged world class runner surrounded pudgy overweight people many walking find interesting director decided lead female competition yet near end shown passing people look like staggering along two broken leg believe amazing stellar athlete overtaken crippled person end race maybe director think female runner run faster minute mile obviously never heard athlete like paula radcliffe tirunesh dibaba br br even running fan astonished insanely inaccurate portrayal running movie watchable unintentional comedy note director next time decide make movie sport might worth hire least one person actually observed sport action,0
switched cable whim treated quite surprise although predictable film turned quite enjoyable big star well directed plain fun hyped crap nice get unexpected surprise little film fit bill nicely,1
became cult movie chinese college student though havnt watched broadcasted channel uk br br full arty giddy pretentions plot mediocre unreal spirit want convey independent artist resist commercisliation music industry maintain purity artistic soul wouldnt sell dirty money really giddy superficial diologue mainly pathetic acting poor sceenplay full art pretention fantasy movie kid br br,0
movie full pseudo deep thoughtfulness cloying writerly ness includes canned ham voice unbelievable dialogue dialogue tinny tone deaf way spike sometimes always writing certain character like nonsense film like piece april one hour photo another one br br said comment nothing ryan gosling shown awesome chop believer film prof movie director medium movie rotten fair say fault lie actor,0
blackwater valley exorcism set small town ranch teenager isabelle kristin erickson found wandering around covered dog blood parent ely randy colton blanche leslie fleming mitchell ranch deeply worried daughter recently considered danger ranch hand ex priest miguel del zamora recognises isabelle symptom possible case possession start speak ancient latin strange voice becomes convinced blanche call priest jacob cameron daddo daughter claire madison taylor ex husband see isabelle confirms miguel suspicion accepts job performing exorcism hopefully banish demon inside isabelle innocent girl free br br directed ethan wiley sat house front telly watching blackwater valley exorcism kept asking question keep sitting awful low budget horror film look like shot camcorder right let honest blackwater valley exorcism complete total utter unashamed rip exorcist literally tick major plot point two share possessed teenage girl start get horny suggest inappropriate thing demon us past misdemeanour worried parent way possessed girl shunned doctor priest troubled past possessed girl tied bed amongst thing suppose blackwater valley exorcism different total crap try give character screen time try get across situation affecting badly written acted end boring film start isabelle already possessed never knew like normal person never really care happening either rest character poorly written fleshed time wondered whether blackwater valley exorcism spoof silly scene vet try sedate possessed isabelle horse tranquilisers state need little prick enters room huge needle hidden behind back scene people punched accompanied silly comedy sound effect film uneven tone result go silly spoof serious horror drama opinion least br br according text opening credit blackwater valley exorcism based actual event yeah right actual event happened film called exorcist piece text also state exorcism scene supervised real priest even decent gore exploitation liven thing scene cut arm dead dog someone stabbed crucifix surprisingly bad language either despite demon trying offencive would imagine reason blackwater valley exorcism adult rating one brief scene pair breast seen one pair naked female breast worth time watching money might spend zero scare atmosphere really amateurish feel whole film br br supposed budget must say wondering money went film look ugly cheap throughout special effect speak production value rock bottom acting poor involved genre favourite jeffrey comb get near top billing opening credit nothing cameo amount five minute screen time even must feared bad going hide behind moustache terrible accent better br br blackwater valley exorcism complete rip exorcist without anything made film classic maker thirty five year late anyway total turkey start finish,0
definitely one witty twisted dunnit ever seen christopher reeve micheal caine brilliant kept going whole affair br br classy set piece prop really lend sense atmosphere proceeding minimalist feel work whole picture br br complain film lack decent widescreen edition movie dvd fullscreen version prof love film enough endure fullscreen presentation awesome deluxe special edition would surely get cash,1
one thing hollywood someone success always rushed copied another thing player give best performance away home studio br br rock hudson got accolade performance texas based film giant universal executive must thought let quick get another modern texas setting br br similarly robert stack got great review high mighty pilot cracking strain flying damaged aircraft natural give another crack role br br end achieved written wind hudson big ranch owner son hunting companion robert stack father took hudson wing word james dean part without james dean racism giant br br lauren bacall executive secretary advertising agency stack hadley oil company us hudson like dazzled stack million woos girl got mean really pursue campaign marries stack br br last least mix dorothy malone stack amoral sister yen rock rock get tangled wild child br br dorothy malone spent year whole bunch colorless film heroine role landing gem got best supporting actress award part marilee hadley well deserved br br like splashy technicolor fifty soap opera film,1
shot vancouver mountain low country south carolina visible background heaven sake reset location coastal mountain south carolina period br br lame visuals beautiful story limped along br br really understand hit book although admit one read yet usually read book give film miss nothing movie made want buy book even borrow library br br verdict mermaid chair seemed pretty shallow moi,0
bad movie entertainment witnessing bad movie bad acting bad production etc aka mystery science theater quality love pacific inferno jim brown forever remembered one greatest football player ever play game actor forever remembered one greatest football player ever play game sure rolf bayer hoping year old directed perhaps may next spielberg making grown man directing year old could done better basis plot movie probably historical merit maybe even truthfully accurate actual film may one worst movie made american film history kept waiting lee marvin william holden charles bronson pop somehow save whatever face left film would loved red carpet black tie gala hollywood opening movie previewed movie many viewer laughing cringing breath dime dvd rack look entertainment value movie bad good pas,0
dean koontz book watcher one finest book read sadly movie sad caricature book disillusioned middle aged hero lonely spinster find meaning life converted movie couple silly teenager stoic security agent conscientious sheriff combined farcical villain get picture moviemakers taken moving tale love horror adventure converted z grade horror flick aimed poorly teen market br br buy book enjoy many hour reading far far rewarding watching movie br br,0
